OrderDate,CategoryName,Quantity,ZScore,ZScore_Anomaly,IQR_Lower,IQR_Upper,IQR_Anomaly
2013-06-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-07-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-08-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-09-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-10-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-11-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-12-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-01-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-02-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-03-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-04-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-05-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-06-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-07-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-08-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-09-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-10-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-11-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2014-12-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-01-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-02-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-03-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-04-01,CPU,402.0,2.026319482121098,False,-228.75,381.25,True
2015-05-01,CPU,300.0,1.3642225664467191,False,-228.75,381.25,False
2015-06-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-07-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-08-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-09-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-10-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-11-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2015-12-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-01-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-02-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-03-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-04-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-05-01,CPU,70.0,-0.1287410669366848,False,-228.75,381.25,False
2016-06-01,CPU,157.0,0.435988655256168,False,-228.75,381.25,False
2016-07-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2016-08-01,CPU,369.0,1.8121116564617403,False,-228.75,381.25,False
2016-09-01,CPU,453.0,2.357367939958288,False,-228.75,381.25,True
2016-10-01,CPU,460.0,2.402805963583,False,-228.75,381.25,True
2016-11-01,CPU,206.0,0.754054820629154,False,-228.75,381.25,False
2016-12-01,CPU,427.0,2.188598137923642,False,-228.75,381.25,True
2017-01-01,CPU,107.0,0.1114313436510801,False,-228.75,381.25,False
2017-02-01,CPU,584.0,3.2077080963636178,True,-228.75,381.25,True
2017-03-01,CPU,238.0,0.9617715000564104,False,-228.75,381.25,False
2017-04-01,CPU,225.0,0.8773865990390874,False,-228.75,381.25,False
2017-05-01,CPU,155.0,0.4230063627919644,False,-228.75,381.25,False
2017-06-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2017-07-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2017-08-01,CPU,296.0,1.3382579815183122,False,-228.75,381.25,False
2017-09-01,CPU,257.0,1.0851032784663437,False,-228.75,381.25,False
2017-10-01,CPU,145.0,0.3580949004709469,False,-228.75,381.25,False
2017-11-01,CPU,0.0,-0.5831213031838077,False,-228.75,381.25,False
2013-06-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-07-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-08-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-09-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-10-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-11-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2013-12-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-01-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-02-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-03-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-04-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-05-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-06-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-07-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-08-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-09-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-10-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-11-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2014-12-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-01-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-02-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-03-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-04-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-05-01,Mother Board,96.0,0.3851085902606638,False,-88.125,146.875,False
2015-06-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-07-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-08-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-09-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-10-01,Mother Board,58.0,0.04212125205976,False,-88.125,146.875,False
2015-11-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2015-12-01,Mother Board,41.0,-0.1113204518722231,False,-88.125,146.875,False
2016-01-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2016-02-01,Mother Board,45.0,-0.0752165215352859,False,-88.125,146.875,False
2016-03-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2016-04-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2016-05-01,Mother Board,233.0,1.621668204300764,False,-88.125,146.875,True
2016-06-01,Mother Board,557.0,4.54608656159268,True,-88.125,146.875,True
2016-07-01,Mother Board,60.0,0.0601732172282287,False,-88.125,146.875,False
2016-08-01,Mother Board,169.0,1.0440053189097682,False,-88.125,146.875,True
2016-09-01,Mother Board,140.0,0.7822518239669732,False,-88.125,146.875,False
2016-10-01,Mother Board,327.0,2.4701105672187893,False,-88.125,146.875,True
2016-11-01,Mother Board,146.0,0.8364077194723791,False,-88.125,146.875,False
2016-12-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-01-01,Mother Board,61.0,0.069199199812463,False,-88.125,146.875,False
2017-02-01,Mother Board,393.0,3.0658254177782536,True,-88.125,146.875,True
2017-03-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-04-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-05-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-06-01,Mother Board,59.0,0.0511472346439943,False,-88.125,146.875,False
2017-07-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-08-01,Mother Board,230.0,1.594590256548061,False,-88.125,146.875,True
2017-09-01,Mother Board,187.0,1.2064730054259858,False,-88.125,146.875,True
